From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),CH4 (ug/m3),THC (ug/m3)
2011-11-25,,,2.5008333333333335,31.5525,11.545,,,,8.379166666666666,,,,,,,,0.44,,42.837916666666665,1004.0075,0.44,,
2011-11-26,,,1.5650000000000002,29.157083333333333,9.087083333333334,,,,8.766666666666667,,,,,,,,0.44,,84.12291666666667,1002.98,0.44,,
2011-11-27,,,2.3491666666666666,21.965833333333332,8.865833333333333,,,,8.579166666666667,,,,,,,,0.44,,81.03375,1004.0491666666667,0.44,,
2011-11-28,,,1.455,20.245833333333334,6.595833333333334,,,,7.657916666666666,,,,,,,,0.44,,84.3025,1004.0820833333333,0.44,,
2011-11-29,,,12.96,29.682916666666667,21.91,,,,3.64,,,,,,,,0.44,,76.78416666666666,1004.1929166666667,0.44,,
2011-11-30,,,12.897083333333335,28.755555555555556,24.41,,,,8.056111111111111,,,,,,,,0.44,,319.96833333333336,1005.3249999999999,0.44,,
2011-12-01,,,2.93375,,,,,,,,,,,,,,,,,,,,
2011-12-02,,,2.9147368421052633,,,,,,,,,,,,,,,,,,,,
2011-12-03,,,3.52125,25.76,9.212222222222222,,,,8.605555555555556,,,,,30.18777777777778,,,0.44,,48.47888888888889,1002.1477777777777,0.44,,
2011-12-04,,,13.35125,28.339583333333334,20.4575,,,,10.2075,,,,,29.86375,,,0.44,,168.48833333333332,1003.7616666666667,0.44,,
2011-12-05,,,10.464999999999998,32.32,18.727083333333333,,,,10.920833333333334,,,,,29.785833333333333,,,0.44,,190.73666666666668,1005.1533333333333,0.44,,
2011-12-06,,,10.650833333333333,30.19125,17.882083333333334,,,,16.56,,,,,29.756666666666664,,,0.44,,166.05625,1005.2395833333334,0.44,,
2011-12-07,,,4.925416666666666,25.89125,8.7175,,,,33.32666666666667,,,,,30.40041666666667,,,0.44,,188.33291666666665,1005.3958333333334,0.44,,
2011-12-08,,,4.008333333333334,31.17125,11.814583333333333,,,,30.114166666666666,,,,,30.381666666666664,,,0.44,,142.05249999999998,1005.0,0.44,,
2011-12-09,,,3.545,27.336249999999996,11.42125,,,,9.04625,,,,,30.137083333333333,,,0.44,,165.26833333333335,1005.0804166666667,0.44,,
2011-12-10,,,3.6333333333333333,22.540000000000003,7.918749999999999,,,,14.215000000000002,,,,,30.831666666666667,,,0.44,,225.655,1005.5820833333333,0.44,,
2011-12-11,,,5.296666666666667,24.57041666666667,12.430416666666666,,,,8.56375,,,,,30.248333333333335,,,0.44,,183.00333333333333,1005.6125000000001,0.44,,
2011-12-12,,,4.771666666666667,20.57875,7.024583333333333,,,,22.1425,,,,,30.547083333333333,,,0.44125,,189.89291666666668,1006.2416666666667,0.44250000000000006,,
2011-12-13,,,3.627083333333333,19.2,5.175416666666666,,,,36.79625,,,,,30.51875,,,0.44,,167.08291666666665,1006.6391666666667,0.44,,
2011-12-14,,,7.207083333333333,26.326,10.495333333333333,,,,35.083333333333336,,,,,29.29733333333333,,,0.44,,67.76066666666667,1006.6466666666668,0.44,,
2011-12-15,,,9.381666666666666,,,,,,,,,,,,,,,,,,,,
2011-12-16,,,9.3475,,,,,,,,,,,,,,,,,,,,
2011-12-17,,,9.37875,,,,,,,,,,,,,,,,,,,,
2011-12-18,,,9.338333333333333,,,,,,,,,,,,,,,,,,,,
2011-12-19,,,9.291666666666666,,,,,,,,,,,,,,,,,,,,
2011-12-20,,,9.2925,,,,,,,,,,,,,,,,,,,,
2011-12-21,,,9.307083333333333,,,,,,,,,,,,,,,,,,,,
2011-12-22,,,9.317916666666667,,,,,,,,,,,,,,,,,,,,
2011-12-23,,,9.326666666666666,,,,,,,,,,,,,,,,,,,,
2011-12-24,,,9.30125,,,,,,,,,,,,,,,,,,,,
2011-12-25,,,9.142222222222223,,,,,,,,,,,,,,,,,,,,
2011-12-26,,,,,,,,,,,,,,,,,,,,,,,
2011-12-27,,,,,,,,,,,,,,,,,,,,,,,
2011-12-28,,,8.69,,,,,,,,,,,,,,,,,,,,
2011-12-29,,,7.9695833333333335,,,,,,,,,,,,,,,,,,,,
2011-12-30,,,5.945,,,,,,,,,,,24.605,,,,,,,,,
2011-12-31,,,6.019583333333333,,,,,,,,,,,27.2025,,,,,,,,,
2012-01-01,,,6.016521739130434,,,5.040909090909091,,17.347272727272728,,,,,,27.797916666666666,30.84272727272727,90.37636363636364,2.228181818181818,170.21818181818182,,,,,
2012-01-02,,,5.97,,,5.0075,,18.221666666666668,,,,2.4539999999999997,,28.405416666666667,30.539583333333336,94.04291666666667,2.22125,183.53708333333336,,,,,
2012-01-03,,,5.886086956521739,,,4.911739130434783,,18.463478260869564,,,,,,28.329583333333332,30.20434782608696,93.92869565217391,2.221739130434783,182.5282608695652,,,,,
2012-01-04,,,5.934583333333333,,,4.989583333333333,,18.177916666666665,,,,,,28.480416666666667,30.538749999999997,93.64625000000001,2.2516666666666665,173.23083333333332,,,,,
2012-01-05,,,5.980833333333333,,,5.0725,17.776,18.588,,,,,,28.53,31.30875,91.83916666666666,2.2383333333333333,176.21333333333334,,,,,
2012-01-06,,,5.9316666666666675,,,4.934583333333333,18.172666666666665,,,,,,,28.18166666666667,30.4725,94.82541666666667,2.247916666666667,168.30958333333334,,,,,
2012-01-07,,,5.977916666666666,,,5.0225,26.13357142857143,1.6125,,,,,,27.580416666666665,30.21166666666667,93.32041666666667,2.2108333333333334,185.87833333333333,,,,,
2012-01-08,,,6.015789473684211,,,5.11421052631579,21.787894736842105,,,,,,,27.900833333333335,28.908947368421053,98.94578947368421,2.1826315789473685,210.99684210526317,,,,,
2012-01-09,,,6.023333333333333,,,5.09125,36.8225,1.93,,,,,,28.400833333333335,30.75791666666667,94.94708333333334,2.2133333333333334,184.92333333333332,,,,,
2012-01-10,,,5.959166666666667,,,5.010833333333333,21.386666666666667,,,,,,,29.055833333333336,30.813333333333333,95.91958333333334,2.34125,157.65583333333333,,,,,
2012-01-11,,,5.613333333333333,,,4.687916666666667,23.36125,,,,,,,28.103333333333335,30.090416666666666,91.84708333333333,2.4495833333333334,164.03291666666667,,,,,
2012-01-12,,,6.012083333333333,,,5.093333333333333,26.78625,,,,,,,27.25,29.18958333333333,91.90458333333333,2.5100000000000002,238.29625,,,,,
2012-01-13,,,5.697391304347826,,,4.778695652173913,18.284782608695654,,,,,,,27.421666666666667,28.80217391304348,92.73565217391305,2.483913043478261,250.67521739130433,,,,,
2012-01-14,,,5.944761904761905,,,4.969047619047619,18.320476190476192,,,,,,,26.512083333333333,27.823809523809523,75.50190476190475,2.4261904761904765,263.52857142857147,,,,,
2012-01-15,,,5.9870833333333335,,,5.058333333333334,21.66541666666667,,,,,,,24.934583333333332,27.50791666666667,67.81208333333333,2.4545833333333333,242.72,,,,,
2012-01-16,,,6.015833333333333,,,5.093333333333333,30.232916666666668,,,,,,,24.91625,27.61125,70.4475,2.3816666666666664,229.83,,,,,
2012-01-17,,,5.90375,,,4.930416666666667,27.83791666666667,,,,,,,24.759583333333335,27.501666666666665,79.90166666666667,2.3070833333333334,181.86666666666667,,,,,
2012-01-18,,,5.997272727272727,,,5.104166666666667,20.875,,,,,,,25.75125,28.07375,82.02291666666666,2.35875,179.02916666666667,,,,,
2012-01-19,,,5.888333333333333,,,4.960416666666666,22.114166666666666,,,,,,,26.246666666666666,28.513333333333335,79.93041666666666,2.3633333333333333,171.55708333333334,,,,,
2012-01-20,,,6.06625,,,5.152916666666667,32.54391304347826,,,,,,,26.269583333333333,28.63083333333333,79.47458333333334,2.348333333333333,174.74666666666667,,,,,
2012-01-21,,,5.9558333333333335,,,4.995833333333334,54.90875,,,,,,,25.960416666666664,28.109166666666667,83.25583333333334,2.34125,212.7770833333333,,,,,
2012-01-22,,,6.016190476190476,,,5.116190476190476,31.125714285714285,,,,,,1.88625,26.3125,27.008095238095237,89.42904761904762,2.247142857142857,232.0009523809524,,,,,
2012-01-23,,,6.017083333333333,,,4.574210526315789,29.740416666666665,,,,,,,26.459166666666665,29.030833333333334,75.10416666666667,2.42375,207.67041666666668,,,,,
2012-01-24,,,5.979583333333333,,,5.080416666666667,35.344166666666666,,,,,,1.9816666666666667,26.455833333333334,27.8925,81.22041666666667,2.35125,236.86375,,,,,
2012-01-25,,,5.925454545454546,,,5.0227272727272725,39.2204347826087,,,,,,,27.025833333333335,27.98478260869565,76.33521739130435,2.3043478260869565,201.28652173913045,,,,,
2012-01-26,,,6.01047619047619,,,5.057619047619047,28.26,,,,,,26.336666666666666,26.71166666666667,27.563333333333336,91.78,2.3466666666666667,266.73809523809524,,,,,
2012-01-27,,,5.882083333333333,,,4.87,25.529583333333335,,,,,,29.243750000000002,27.357083333333335,29.243750000000002,84.14916666666666,2.3845833333333335,174.8325,,,,,
2012-01-28,,,5.93625,,,4.985416666666667,31.844166666666666,,,,,,29.95375,27.50583333333333,29.95375,74.98125,2.4429166666666666,127.43958333333335,,,,,
2012-01-29,,,6.01125,,,5.057916666666666,52.126666666666665,,,,,,29.774583333333336,27.215416666666666,29.774583333333336,72.37375,2.4404166666666667,165.5675,,,,,
2012-01-30,,,5.9725,,,5.0408333333333335,82.01652173913044,,,,,,30.147916666666664,27.9525,30.147916666666664,72.76291666666667,2.61125,134.96291666666667,,,,,
2012-01-31,,,5.974583333333334,,,5.005416666666666,33.46958333333333,,,,,,29.620416666666667,27.20875,29.620416666666667,78.38791666666667,2.6004166666666664,223.40875000000003,,,,,
2012-02-01,,,6.013333333333333,,,5.046666666666667,32.251666666666665,,,,,,29.323333333333334,27.25708333333333,29.323333333333334,76.06666666666668,2.580416666666667,231.2229166666667,,,,,
2012-02-02,,,5.970416666666666,,,5.047083333333333,18.887083333333333,,,,,,28.947083333333335,26.894583333333333,28.947083333333335,83.72291666666666,2.5524999999999998,237.70375,,,,,
2012-02-03,,,6.015000000000001,,,5.08625,31.661666666666665,,,,,,29.689999999999998,27.81375,29.689999999999998,77.27958333333333,2.6095833333333336,212.0008333333333,,,,,
2012-02-04,,,5.954583333333333,,,5.004166666666666,47.40541666666667,,,,,,29.06,26.48708333333333,29.06,71.07291666666667,2.5304166666666665,222.99916666666664,,,,,
2012-02-05,,,5.975238095238096,,,5.062857142857142,25.67,,,,,,27.864285714285714,26.938333333333333,27.864285714285714,86.33333333333333,2.360952380952381,247.49714285714285,,,,,
2012-02-06,,,5.954999999999999,,,5.0225,48.00208333333333,,,,,,29.497500000000002,27.56458333333333,29.497500000000002,85.33083333333333,2.4479166666666665,204.83249999999998,,,,,
2012-02-07,,,5.735833333333333,,,4.891739130434783,75.19791666666667,,,,,,29.611666666666668,27.681250000000002,29.611666666666668,85.455,2.3658333333333332,196.74291666666667,,,,,
2012-02-08,,,6.002857142857143,,,5.036666666666666,31.24727272727273,,,,,,28.50181818181818,27.457083333333333,28.50181818181818,92.16181818181818,2.274090909090909,213.09681818181818,,,,,
2012-02-09,,,5.876666666666666,,,4.90625,50.446666666666665,,,,,,29.86125,28.015416666666667,29.86125,86.22916666666667,2.36875,190.81625,,,,,
2012-02-10,,,6.015333333333333,,,5.091333333333334,33.751333333333335,,,,,,28.901999999999997,28.333333333333332,28.901999999999997,94.624,2.2373333333333334,223.8853333333333,,,,,
2012-02-11,,,,,,,,,,,,,,27.743333333333336,,,,,,,,,
2012-02-12,,,,,,,,,,,,,,27.940416666666668,,,,,,,,,
2012-02-13,,,5.9375,,,5.075714285714286,49.93785714285714,,,,,,31.099285714285713,27.318749999999998,31.099285714285713,71.99571428571429,2.465,125.47142857142858,,,,,
2012-02-14,,,5.940416666666667,,,5.0408333333333335,50.60208333333333,,,,,,29.86708333333333,27.674583333333334,29.86708333333333,83.18958333333333,2.3908333333333336,186.19041666666666,,,,,
2012-02-15,,,5.957083333333333,,,4.99875,25.18958333333333,,,,,,30.104583333333334,28.23125,30.104583333333334,84.24499999999999,2.39875,169.68916666666667,,,,,
2012-02-16,,,6.005000000000001,,,5.054545454545455,26.29,,,,,,30.152727272727272,28.705416666666665,30.152727272727272,85.63636363636364,2.3790909090909094,164.30545454545455,,,,,
2012-02-17,,,5.8585714285714285,,,4.921428571428571,43.24904761904762,,,,,,30.619999999999997,28.195833333333336,30.619999999999997,76.17571428571429,2.421904761904762,145.41142857142856,,,,,
2012-02-18,,,5.711818181818182,,,4.8945,40.28681818181818,,,,,,30.46181818181818,27.832916666666666,30.46181818181818,77.28318181818182,2.525,183.09727272727272,,,,,
2012-02-19,,,6.093,,,5.247,19.5215,,,,,,29.097500000000004,27.73,29.097500000000004,89.46600000000001,2.3505,232.82599999999996,,,,,
2012-02-20,,,6.0,,,5.107142857142857,35.16809523809523,,,,,,30.194090909090907,27.678749999999997,30.194090909090907,80.66090909090909,2.2745454545454544,174.44363636363636,,,,,
2012-02-21,,,5.986363636363635,,,5.088636363636364,45.55681818181818,,,,,,30.486363636363638,28.611666666666668,30.486363636363638,84.51181818181819,2.3477272727272727,161.4609090909091,,,,,
2012-02-22,,,5.921739130434782,,,4.9708695652173915,64.5304347826087,,,,,,30.919565217391302,28.349999999999998,30.919565217391302,78.48695652173913,2.331304347826087,177.85478260869564,,,,,
2012-02-23,,,5.828333333333333,,,4.8525,23.439166666666665,,,,,,30.24083333333333,28.453333333333333,30.24083333333333,78.07208333333334,2.3645833333333335,237.88875,,,,,
2012-02-24,,,5.696521739130435,,,4.6665217391304346,7.265454545454546,,,,,,30.231739130434786,28.391666666666666,30.231739130434786,71.87782608695652,2.2926086956521736,212.16217391304346,,,,,
2012-02-25,,,5.892173913043479,,,4.975652173913043,18.584285714285713,,,,,,30.636521739130433,28.485416666666666,30.636521739130433,60.52173913043478,2.337391304347826,212.44956521739132,,,,,
2012-02-26,,,5.710416666666667,,,4.77875,26.650833333333335,,,,,,31.235416666666666,28.107916666666668,31.235416666666666,58.17458333333334,2.4370833333333333,213.6016666666667,,,,,
2012-02-27,,,5.12764705882353,,,4.811428571428571,35.1647619047619,,,,,,30.85285714285714,28.029583333333335,30.85285714285714,69.54285714285713,2.3823809523809523,180.4895238095238,,,,,
2012-02-28,,,5.828888888888889,,,4.836,11.380500000000001,,,,,,31.462,28.948333333333334,31.462,76.3575,2.459,146.93,,,,,
2012-02-29,,,5.772222222222222,,,4.861111111111111,2.55,,,,,,32.79944444444445,30.568749999999998,32.79944444444445,77.53777777777778,2.589444444444444,159.34444444444443,,,,,
2012-03-01,,,5.791666666666667,,,4.876666666666667,2.871176470588235,,,,,,32.007777777777775,30.546666666666667,32.007777777777775,80.95166666666667,2.551111111111111,159.45333333333332,,,,,
2012-03-02,,,5.865909090909091,,,4.907272727272727,2.126666666666667,,,,,,32.37681818181818,30.84375,32.37681818181818,80.555,2.545,164.11272727272728,,,,,
2012-03-03,,,6.022608695652174,,,5.132173913043479,7.504782608695653,,,,,,32.22217391304348,30.837083333333336,32.22217391304348,83.77521739130434,2.5369565217391306,166.98434782608695,,,,,
2012-03-04,,,5.82125,,,4.885,4.443125,,,,,,31.868125,30.807916666666667,31.868125,87.505,2.43,166.50625,,,,,
2012-03-05,,,6.046818181818182,,,5.134090909090909,1.5327272727272727,,,,,,31.626363636363635,30.223333333333333,31.626363636363635,86.845,2.395,154.78363636363636,,,,,
2012-03-06,,,5.903333333333333,,,4.9783333333333335,2.2399999999999998,,,,,,30.730555555555554,29.896666666666665,30.730555555555554,90.55722222222222,2.3333333333333335,177.065,,,,,
2012-03-07,,,5.831666666666667,,,4.838571428571429,2.01125,,,,,,30.892083333333332,29.92,30.892083333333332,83.32208333333334,2.3995833333333336,171.01166666666666,,,,,
2012-03-08,,,5.860833333333333,,,4.8539130434782605,2.3545833333333333,,,,,,32.038333333333334,30.1925,32.038333333333334,78.52958333333333,2.42,163.85625000000002,,,,,
2012-03-09,,,5.984545454545454,,,5.078181818181818,4.271428571428571,,,,,,32.05954545454545,30.13625,32.05954545454545,83.72045454545454,2.3645454545454543,156.09136363636364,,,,,
2012-03-10,,,5.756,,,4.625,3.2788888888888885,,,,,,31.01,29.565833333333334,31.01,96.261,2.288,190.32,,,,,
2012-03-11,,,,,,,,,,,,,,28.479166666666668,,,,,,,,,
2012-03-12,,,5.858888888888889,,,4.903333333333333,16.343333333333334,,,,,,31.033333333333335,28.38208333333333,31.033333333333335,88.35222222222222,2.5122222222222224,173.29777777777778,,,,,
2012-03-13,,,6.305,,,5.601,22.756,,,,,,31.827999999999996,29.25916666666667,31.827999999999996,84.399,2.4775,157.036,,,,,
2012-03-14,,,5.949090909090909,,,4.978181818181818,21.807727272727274,,,,,,32.344545454545454,29.995833333333334,32.344545454545454,76.46727272727273,2.4495454545454547,124.805,,,,,
2012-03-15,,,5.772380952380952,,,4.865714285714286,7.880476190476191,,,,,,32.56809523809524,29.733333333333334,32.56809523809524,75.90523809523809,2.471904761904762,132.57380952380953,,,,,
2012-03-16,,,5.969375,,,4.9825,1.95375,,,,,,33.149375,29.68375,33.149375,76.05,2.55375,143.89875,,,,,
2012-03-17,,,5.967142857142858,,,5.034285714285715,3.3278571428571433,,,,,,33.330714285714286,29.449583333333333,33.330714285714286,75.37357142857142,2.5785714285714287,150.555,,,,,
2012-03-18,,,5.88,,,4.888,2.632,,,,,,32.054,29.545416666666668,32.054,83.878,2.482,151.878,,,,,
2012-03-19,,,6.191538461538461,,,5.354615384615385,5.252307692307692,,,,,,34.77846153846154,29.752499999999998,34.77846153846154,64.96615384615384,2.677692307692308,156.61384615384617,,,,,
2012-03-20,,,6.7425,,,6.545,,,,,,,34.169230769230765,30.089166666666667,34.169230769230765,70.74230769230769,2.620769230769231,165.08384615384617,,,,,
2012-03-21,,,,,,,,,,,,,32.535000000000004,30.012083333333333,32.535000000000004,82.53958333333334,2.557916666666667,169.22958333333332,,,,,
2012-03-22,,,,,,,,,,,,,33.60217391304348,30.327083333333334,33.60217391304348,74.44608695652174,2.579565217391304,168.6217391304348,,,,,
2012-03-23,,,,,,,,,,,,,34.82454545454545,29.659166666666668,34.82454545454545,63.44909090909091,2.66,156.26727272727274,,,,,
2012-03-24,,,,,,,,,,,,,33.800714285714285,29.52916666666667,33.800714285714285,60.07857142857143,2.4035714285714285,156.97857142857143,,,,,
2012-03-25,,,,,,,,,,,,,31.28125,28.47875,31.28125,79.00125,2.415833333333333,169.25166666666667,,,,,
2012-03-26,,,,,,,,,,,,,31.436666666666667,28.591250000000002,31.436666666666667,77.45083333333334,2.3541666666666665,170.56208333333333,,,,,
2012-03-27,,,6.565714285714286,,,7.0200000000000005,37.39214285714286,,,,,,31.894166666666667,28.899583333333336,31.894166666666667,75.48541666666667,2.37875,164.76125,,,,,
2012-03-28,,,6.316666666666666,,,6.445833333333333,16.235416666666666,2.435,,,,,32.28458333333334,29.62125,32.28458333333334,82.31958333333334,2.390833333333333,176.5825,,,,,
2012-03-29,,,6.4575,,,6.910833333333334,9.145416666666668,4.628333333333334,,,,,32.687083333333334,30.229166666666668,32.687083333333334,84.57458333333334,2.442083333333333,176.40458333333333,,,,,
2012-03-30,,,7.1059090909090905,,,15.461363636363636,7.069090909090909,6.3694444444444445,,,,,34.140454545454546,30.75708333333333,34.140454545454546,74.84863636363637,2.612727272727273,168.90227272727273,,,,,
2012-03-31,,,5.426363636363636,,,9.651818181818182,5.920909090909091,7.13909090909091,,,,,33.42454545454546,30.255416666666665,33.42454545454546,79.57727272727273,2.58,142.0309090909091,,,,,
2012-04-01,,,3.7862500000000003,17.716153846153848,8.508461538461539,6.45,5.963333333333334,5.452272727272727,8.443846153846154,,,,32.637499999999996,30.09583333333333,32.637499999999996,81.3625,2.415,164.72875,303.23692307692306,1005.066923076923,0.46076923076923076,,
2012-04-02,,,18.500416666666666,14.259166666666667,3.751666666666667,6.107916666666667,5.578749999999999,5.17,89.89652173913043,,,,32.39125,29.965416666666666,32.39125,80.45791666666666,2.419583333333333,174.04999999999998,0.55,932.36,0.44400000000000006,,
2012-04-03,,,22.385416666666668,15.697916666666666,2.1,5.909166666666667,7.63375,6.420454545454546,117.69166666666666,,,,32.5325,30.06125,32.5325,79.59833333333333,2.424166666666667,179.36,,787.3166666666666,,,
2012-04-04,,,24.467083333333335,18.91375,2.1,6.069166666666667,6.03,7.217894736842105,101.53684210526316,,,,32.33416666666667,30.044583333333335,32.33416666666667,80.88291666666667,2.44375,180.14166666666665,,753.2399999999999,,,
2012-04-05,,,21.88083333333333,12.418333333333335,2.1,5.904166666666666,10.703333333333333,5.027647058823529,132.788,,,,33.11666666666667,30.949166666666667,33.11666666666667,79.97375000000001,2.525,166.03833333333333,,773.7075,,,
2012-04-06,,,22.339583333333334,11.995833333333332,2.1,5.825833333333333,6.798749999999999,5.984117647058824,126.74249999999999,,,,33.12416666666667,30.83125,33.12416666666667,81.75291666666666,2.5920833333333335,164.85666666666665,,799.2233333333334,,,
2012-04-07,,,20.776666666666667,10.559583333333334,2.1,5.529583333333334,4.35875,3.8377777777777777,132.03285714285715,,,,33.04208333333333,30.72875,33.04208333333333,84.36083333333333,2.48875,169.09166666666667,,804.415,,,
2012-04-08,,,16.838333333333335,9.356250000000001,2.1,5.3308333333333335,3.3154166666666662,8.627692307692307,79.18173913043479,,,,33.09875,30.723333333333333,33.09875,85.13333333333334,2.4833333333333334,160.9825,,818.27,,,
2012-04-09,,,18.24125,11.780416666666667,2.092916666666667,5.3495833333333325,3.410833333333333,1.8920000000000001,88.39391304347826,,,,33.20166666666667,30.702083333333334,33.20166666666667,85.80416666666667,2.557916666666667,168.68625,,804.9333333333334,,,
2012-04-10,,,20.445,12.939583333333333,2.1,5.351818181818182,4.21909090909091,3.5044444444444443,135.73545454545453,,,,32.65681818181818,31.23625,32.65681818181818,87.48227272727273,2.377727272727273,176.4709090909091,,799.7933333333334,,,
2012-04-11,,,19.4175,11.620416666666666,2.1,5.25125,3.4295833333333334,5.623913043478261,151.90266666666668,,,,33.233333333333334,30.951666666666668,33.233333333333334,82.72208333333333,2.5433333333333334,166.76583333333335,,835.6966666666667,,,
2012-04-12,,,20.16541666666667,14.537916666666666,2.1,5.29875,2.4533333333333336,3.803846153846154,110.92333333333333,,,,33.03208333333333,30.655416666666667,33.03208333333333,84.17083333333333,2.48375,178.49416666666664,,835.2566666666667,,,
2012-04-13,,,14.746666666666668,9.509583333333333,2.1,6.13,11.911875,6.921000000000001,87.58428571428571,,,,32.613125,30.629583333333333,32.613125,86.09625,2.343125,205.82375,,828.7166666666667,,,
2012-04-14,,,14.508333333333333,9.350833333333332,2.1,4.0,1.0114285714285713,20.58125,120.42208333333333,,,,34.67333333333333,30.664583333333336,34.67333333333333,71.24777777777778,1.7022222222222223,140.64999999999998,,839.8975,,,
2012-04-15,,,17.028333333333332,11.909166666666666,2.1,,,,103.72869565217393,,,,,30.480833333333333,,,,,,807.3050000000001,,,
2012-04-16,,,19.122083333333332,11.672916666666666,2.1,5.563076923076924,2.0184615384615388,18.981818181818184,114.19636363636364,,,,34.096923076923076,30.687083333333334,34.096923076923076,76.86307692307693,2.4630769230769234,150.5907692307692,,850.9,,,
2012-04-17,,,18.98125,11.483333333333334,2.1,5.372083333333333,2.4045833333333335,3.657142857142857,121.60666666666667,,,,33.255,30.985,33.255,84.71958333333333,2.56,174.87875,,814.6133333333333,,,
2012-04-18,,,21.866666666666664,12.3775,2.1,5.230833333333334,3.675416666666667,6.35875,97.2686956521739,,,,33.6175,31.147916666666664,33.6175,81.70833333333333,2.5195833333333333,165.54916666666665,,817.4,,,
2012-04-19,,,24.4725,14.317916666666667,2.1,5.2370833333333335,2.3041666666666667,3.414736842105263,135.9413043478261,,,,33.31375,30.885416666666668,33.31375,86.85208333333333,2.4466666666666668,167.44083333333333,,,,,
2012-04-20,,,6.26125,7.030909090909091,2.0925,5.249583333333333,2.549166666666667,5.667272727272727,125.87190476190476,,,,33.30166666666667,30.81,33.30166666666667,84.92916666666666,2.478333333333333,172.59875,,,,,
2012-04-21,,,4.022083333333334,,2.1,5.28875,2.445,2.5155555555555558,115.91434782608697,,,,33.388333333333335,30.838333333333335,33.388333333333335,83.295,2.3983333333333334,160.3725,,791.995,,,
2012-04-22,,,3.9941666666666666,,2.1,5.2375,2.0745833333333334,2.782916666666667,122.2759090909091,,,,33.3825,30.979166666666668,33.3825,82.9275,2.4266666666666667,168.67583333333332,,839.73,,,
2012-04-23,,,4.0687500000000005,,2.1,5.329166666666667,8.294583333333334,2.475333333333333,112.7425,,,,33.36291666666667,31.072083333333335,33.36291666666667,85.46833333333332,2.4562500000000003,162.22958333333332,,818.4533333333334,,,
2012-04-24,,,4.007916666666667,,2.1,5.285,3.0537500000000004,4.0415789473684205,112.36565217391303,,,,33.59791666666667,30.97875,33.59791666666667,83.25916666666667,2.4145833333333333,174.11749999999998,,845.5166666666668,,,
2012-04-25,,,7.779166666666666,17.104,4.009166666666666,5.298333333333333,2.52,4.961052631578947,113.75260869565217,,,,33.85166666666667,31.972916666666666,33.85166666666667,81.04041666666667,2.392916666666667,166.26833333333335,0.55,928.07125,0.446,,
2012-04-26,,,6.945833333333333,13.465416666666668,9.983333333333333,5.3620833333333335,2.1720833333333336,2.703809523809524,6.112916666666667,,,,33.40416666666667,31.36,33.40416666666667,82.27791666666667,2.396666666666667,195.07416666666666,184.49791666666667,1001.86375,0.45125,,
2012-04-27,,,5.699583333333333,15.700416666666667,10.097083333333334,5.379166666666666,3.22125,2.653,8.177916666666667,,,,33.779583333333335,,33.779583333333335,81.38916666666667,2.4029166666666666,174.23833333333334,180.04625,1001.2950000000001,0.45708333333333334,,
2012-04-28,,,4.6362499999999995,17.66208333333333,9.823333333333332,5.321666666666666,2.5879166666666666,2.81125,18.337083333333336,,,,33.89875,,33.89875,81.00666666666667,2.5158333333333336,168.29416666666665,169.58,999.6625,0.4633333333333333,,
2012-04-29,,,4.320416666666667,16.97125,9.322083333333333,5.300833333333333,2.2904166666666668,3.2317391304347827,15.438333333333333,,,,33.81541666666667,,33.81541666666667,80.18291666666666,2.5379166666666664,169.29999999999998,184.69333333333336,999.2483333333333,0.46625,,
2012-04-30,,,4.50375,19.22625,10.63125,5.2924999999999995,2.7808333333333333,2.856,11.502083333333333,,,,33.93958333333333,,33.93958333333333,82.57708333333333,2.5308333333333333,166.80958333333334,172.2420833333333,999.2712499999999,0.4666666666666666,,
2012-05-01,,,4.5754166666666665,20.133333333333333,10.709999999999999,5.363333333333333,2.76,1.7780952380952382,15.730416666666665,,,,34.44375,,34.44375,79.17458333333333,2.572083333333333,169.57791666666665,181.41708333333335,999.6079166666667,0.4658333333333333,,
2012-05-02,,,5.016666666666667,20.517083333333336,11.624166666666667,5.421250000000001,2.9187499999999997,2.0989473684210527,14.944166666666668,,,,34.393750000000004,,34.393750000000004,75.29125,2.55625,171.54291666666666,202.61791666666667,1000.4566666666666,0.465,,
2012-05-03,,,5.668333333333333,24.355,14.232916666666666,5.6000000000000005,2.935833333333333,10.917142857142858,11.174166666666666,,,,34.71458333333333,,34.71458333333333,76.44875,2.5679166666666666,175.95708333333334,131.16416666666666,999.0366666666667,0.46416666666666667,,
2012-05-04,,,6.08625,21.730416666666667,12.930833333333332,5.664166666666667,2.797916666666666,3.106666666666667,14.225,,,,34.72208333333334,,34.72208333333334,76.18166666666667,2.6104166666666666,181.01,155.76166666666668,997.8854166666666,0.46625,,
2012-05-05,,,4.060416666666667,19.61583333333333,10.147083333333333,5.6625000000000005,2.40625,3.8699999999999997,15.986666666666666,,,,34.831250000000004,,34.831250000000004,75.21041666666666,2.6141666666666667,178.165,192.65541666666664,998.6979166666666,0.46458333333333335,,
